Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,Discipline,Age,Country,Gender
,,,,,,,,,,,,,,,Wheelchair Basketball,41,Australia,Male
,,,,,,,,,,,,,,,Swimming,23,United States of America,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,23,Spain,Male
,,,,,,,,,,,,,,,Cycling Road,35,Switzerland,Female
,,,,,,,,,,,,,,,Triathlon,40,United States of America,Female
,,,,,,,,,,,,,,,Shooting,47,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,35,Poland,Male
,,,,,,,,,,,,,,,Cycling Road,43,Great Britain,Female
,,,,,,,,,,,,,,,Swimming,17,Australia,Female
,,,,,,,,,,,,,,,Athletics,22,Bulgaria,Male
,,,,,,,,,,,,,,,Canoe Sprint,32,Canada,Male
,,,,,,,,,,,,,,,Cycling Road,27,Sweden,Male
,,,,,,,,,,,,,,,Swimming,20,Czech Republic,Male
,,,,,,,,,,,,,,,Cycling Road,37,Slovakia,Male
,,,,,,,,,,,,,,,Boccia,37,Slovakia,Male
,,,,,,,,,,,,,,,Athletics,25,Ireland,Female
,,,,,,,,,,,,,,,Goalball,28,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,25,Germany,Male
,,,,,,,,,,,,,,,Archery,20,Great Britain,Female
,,,,,,,,,,,,,,,Equestrian,20,Austria,Female
,,,,,,,,,,,,,,,Athletics,49,Australia,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,20,United States of America,Male
,,,,,,,,,,,,,,,Archery,55,Great Britain,Male
,,,,,,,,,,,,,,,Archery,38,United States of America,Male
,,,,,,,,,,,,,,,Athletics,43,Spain,Male
,,,,,,,,,,,,,,,Shooting,32,Cuba,Female
,,,,,,,,,,,,,,,Athletics,30,Sri Lanka,Male
,,,,,,,,,,,,,,,Judo,23,Jamaica,Male
,,,,,,,,,,,,,,,Table Tennis,38,Czech Republic,Male
,,,,,,,,,,,,,,,Canoe Sprint,29,Great Britain,Female
,,,,,,,,,,,,,,,Powerlifting,36,Great Britain,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,39,Japan,Male
,,,,,,,,,,,,,,,Boccia,38,Japan,Male
,,,,,,,,,,,,,,,Badminton,30,Japan,Female
,,,,,,,,,,,,,,,Cycling Road,50,Japan,Female
,,,,,,,,,,,,,,,Cycling Track,50,Japan,Female
,,,,,,,,,,,,,,,Athletics,20,Uzbekistan,Female
,,,,,,,,,,,,,,,Judo,22,Mongolia,Male
,,,,,,,,,,,,,,,Archery,20,Iraq,Male
,,,,,,,,,,,,,,,Athletics,25,Uzbekistan,Male
,,,,,,,,,,,,,,,Athletics,22,India,Male
,,,,,,,,,,,,,,,Sitting Volleyball,42,Japan,Female
,,,,,,,,,,,,,,,Swimming,18,Great Britain,Female
,,,,,,,,,,,,,,,Cycling Road,32,People's Republic of China,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,27,People's Republic of China,Male
,,,,,,,,,,,,,,,Athletics,29,People's Republic of China,Male
,,,,,,,,,,,,,,,Equestrian,43,Denmark,Female
,,,,,,,,,,,,,,,Swimming,52,France,Female
,,,,,,,,,,,,,,,Athletics,27,Turkey,Female
,,,,,,,,,,,,,,,Shooting,42,Serbia,Male
,,,,,,,,,,,,,,,Rowing,28,Kenya,Female
,,,,,,,,,,,,,,,Canoe Sprint,29,Poland,Male
,,,,,,,,,,,,,,,Badminton,25,Indonesia,Male
,,,,,,,,,,,,,,,Badminton,50,Switzerland,Female
,,,,,,,,,,,,,,,Athletics,13,Iraq,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,49,Thailand,Male
,,,,,,,,,,,,,,,Swimming,20,Brazil,Female
,,,,,,,,,,,,,,,Badminton,33,Japan,Female
,,,,,,,,,,,,,,,Swimming,33,Japan,Male
,,,,,,,,,,,,,,,Athletics,26,Japan,Male
,,,,,,,,,,,,,,,Athletics,40,Japan,Male
,,,,,,,,,,,,,,,Table Tennis,30,Czech Republic,Male
,,,,,,,,,,,,,,,Swimming,31,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,30,RPC,Male
,,,,,,,,,,,,,,,Archery,24,India,Male
,,,,,,,,,,,,,,,Swimming,33,South Africa,Female
,,,,,,,,,,,,,,,Canoe Sprint,30,Austria,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,31,RPC,Female
,,,,,,,,,,,,,,,Canoe Sprint,32,Ukraine,Male
,,,,,,,,,,,,,,,Swimming,15,Hungary,Female
,,,,,,,,,,,,,,,Archery,48,Germany,Male
,,,,,,,,,,,,,,,Athletics,25,Hungary,Male
,,,,,,,,,,,,,,,Cycling Road,37,Poland,Male
,,,,,,,,,,,,,,,Table Tennis,30,Hungary,Female
,,,,,,,,,,,,,,,Powerlifting,35,Poland,Male
,,,,,,,,,,,,,,,Table Tennis,24,Israel,Female
,,,,,,,,,,,,,,,Swimming,21,Montenegro,Male
,,,,,,,,,,,,,,,Boccia,25,Great Britain,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,26,Netherlands,Female
,,,,,,,,,,,,,,,Goalball,29,Japan,Male
,,,,,,,,,,,,,,,Athletics,37,Finland,Male
,,,,,,,,,,,,,,,Swimming,39,Greece,Male
,,,,,,,,,,,,,,,Athletics,36,RPC,Male
,,,,,,,,,,,,,,,Athletics,36,Japan,Female
,,,,,,,,,,,,,,,Canoe Sprint,26,Japan,Male
,,,,,,,,,,,,,,,Boccia,40,Japan,Male
,,,,,,,,,,,,,,,Goalball,22,Japan,Female
,,,,,,,,,,,,,,,Athletics,28,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,21,Japan,Male
,,,,,,,,,,,,,,,Athletics,27,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,25,Japan,Female
,,,,,,,,,,,,,,,Sitting Volleyball,47,Japan,Male
,,,,,,,,,,,,,,,Equestrian,28,Japan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,32,Japan,Female
,,,,,,,,,,,,,,,Table Tennis,27,Japan,Male
,,,,,,,,,,,,,,,Athletics,21,Japan,Female
,,,,,,,,,,,,,,,Table Tennis,26,Japan,Female
,,,,,,,,,,,,,,,Swimming,21,Netherlands,Male
,,,,,,,,,,,,,,,Swimming,37,Belarus,Male
,,,,,,,,,,,,,,,Swimming,26,Italy,Female
,,,,,,,,,,,,,,,Rowing,28,Australia,Male
,,,,,,,,,,,,,,,Athletics,19,United States of America,Female
,,,,,,,,,,,,,,,Athletics,30,Croatia,Male
,,,,,,,,,,,,,,,Athletics,31,Gambia,Male
,,,,,,,,,,,,,,,Equestrian,41,Singapore,Female
,,,,,,,,,,,,,,,Equestrian,33,Singapore,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,31,People's Republic of China,Female
,,,,,,,,,,,,,,,Powerlifting,30,People's Republic of China,Female
,,,,,,,,,,,,,,,Football 5-a-side,42,Japan,Male
,,,,,,,,,,,,,,,Boccia,38,Japan,Female
,,,,,,,,,,,,,,,Sitting Volleyball,53,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,24,Japan,Female
,,,,,,,,,,,,,,,Taekwondo,28,Japan,Male
,,,,,,,,,,,,,,,Judo,20,United States of America,Male
,,,,,,,,,,,,,,,Sitting Volleyball,34,Japan,Female
,,,,,,,,,,,,,,,Shooting,42,France,Male
,,,,,,,,,,,,,,,Athletics,44,People's Republic of China,Female
,,,,,,,,,,,,,,,Athletics,22,"Hong Kong, China",Male
,,,,,,,,,,,,,,,Swimming,23,"Hong Kong, China",Male
,,,,,,,,,,,,,,,Sitting Volleyball,26,People's Republic of China,Female
,,,,,,,,,,,,,,,Football 5-a-side,27,People's Republic of China,Male
,,,,,,,,,,,,,,,Cycling Road,31,Norway,Female
,,,,,,,,,,,,,,,Rowing,22,United States of America,Male
,,,,,,,,,,,,,,,Triathlon,38,Japan,Female
,,,,,,,,,,,,,,,Sitting Volleyball,29,Japan,Male
,,,,,,,,,,,,,,,Athletics,32,Thailand,Female
,,,,,,,,,,,,,,,Athletics,44,Italy,Male
,,,,,,,,,,,,,,,Table Tennis,23,Finland,Female
,,,,,,,,,,,,,,,Triathlon,29,Australia,Female
,,,,,,,,,,,,,,,Table Tennis,30,Australia,Female
,,,,,,,,,,,,,,,Shooting,59,Azerbaijan,Female
,,,,,,,,,,,,,,,Rowing,38,France,Male
,,,,,,,,,,,,,,,Swimming,27,RPC,Male
,,,,,,,,,,,,,,,Athletics,28,RPC,Male
,,,,,,,,,,,,,,,Powerlifting,36,Jordan,Male
,,,,,,,,,,,,,,,Athletics,38,Yemen,Female
,,,,,,,,,,,,,,,Badminton,45,Malaysia,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,42,Hungary,Male
,,,,,,,,,,,,,,,Cycling Road,36,Italy,Male
,,,,,,,,,,,,,,,Cycling Road,47,France,Male
,,,,,,,,,,,,,,,Badminton,26,India,Male
,,,,,,,,,,,,,,,Judo,29,Turkey,Female
,,,,,,,,,,,,,,,Canoe Sprint,43,Japan,Male
,,,,,,,,,,,,,,,Rowing,28,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,41,Germany,Female
,,,,,,,,,,,,,,,Athletics,29,Great Britain,Female
,,,,,,,,,,,,,,,Canoe Sprint,26,Belarus,Male
,,,,,,,,,,,,,,,Athletics,24,Brazil,Male
,,,,,,,,,,,,,,,Badminton,21,Brazil,Male
,,,,,,,,,,,,,,,Cycling Road,29,New Zealand,Female
,,,,,,,,,,,,,,,Cycling Track,29,New Zealand,Female
,,,,,,,,,,,,,,,Triathlon,25,Great Britain,Male
,,,,,,,,,,,,,,,Goalball,30,Australia,Female
,,,,,,,,,,,,,,,Sitting Volleyball,27,Japan,Male
,,,,,,,,,,,,,,,Shooting,39,Georgia,Male
,,,,,,,,,,,,,,,Badminton,32,Thailand,Male
,,,,,,,,,,,,,,,Cycling Road,39,Singapore,Male
,,,,,,,,,,,,,,,Cycling Track,39,Singapore,Male
,,,,,,,,,,,,,,,Athletics,33,Brazil,Female
,,,,,,,,,,,,,,,Athletics,26,Brazil,Male
,,,,,,,,,,,,,,,Athletics,36,India,Male
,,,,,,,,,,,,,,,Powerlifting,21,Italy,Male
,,,,,,,,,,,,,,,Goalball,30,Japan,Female
,,,,,,,,,,,,,,,Cycling Road,45,Spain,Male
,,,,,,,,,,,,,,,Cycling Track,45,Spain,Male
,,,,,,,,,,,,,,,Athletics,27,Brazil,Male
,,,,,,,,,,,,,,,Athletics,25,Brazil,Female
,,,,,,,,,,,,,,,Cycling Road,41,Netherlands,Male
,,,,,,,,,,,,,,,Cycling Track,41,Netherlands,Male
,,,,,,,,,,,,,,,Powerlifting,22,Venezuela,Female
,,,,,,,,,,,,,,,Football 5-a-side,30,Japan,Male
,,,,,,,,,,,,,,,Athletics,16,Ukraine,Female
,,,,,,,,,,,,,,,Rowing,24,RPC,Male
,,,,,,,,,,,,,,,Swimming,25,Italy,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,24,Canada,Female
,,,,,,,,,,,,,,,Cycling Road,52,Germany,Male
,,,,,,,,,,,,,,,Cycling Track,52,Germany,Male
,,,,,,,,,,,,,,,Swimming,20,Egypt,Female
,,,,,,,,,,,,,,,Table Tennis,34,Thailand,Male
,,,,,,,,,,,,,,,Athletics,25,India,Male
,,,,,,,,,,,,,,,Athletics,21,Lao People's Democratic Republic,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,31,France,Male
,,,,,,,,,,,,,,,Swimming,19,Australia,Female
,,,,,,,,,,,,,,,Table Tennis,37,France,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,25,Great Britain,Female
,,,,,,,,,,,,,,,Shooting,34,People's Republic of China,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,31,People's Republic of China,Male
,,,,,,,,,,,,,,,Table Tennis,21,Chinese Taipei,Female
,,,,,,,,,,,,,,,Athletics,19,Indonesia,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,23,Georgia,Female
,,,,,,,,,,,,,,,Goalball,30,Germany,Male
,,,,,,,,,,,,,,,Athletics,31,Germany,Female
,,,,,,,,,,,,,,,Sitting Volleyball,24,Germany,Male
,,,,,,,,,,,,,,,Powerlifting,39,Nigeria,Female
,,,,,,,,,,,,,,,Athletics,20,Paraguay,Female
,,,,,,,,,,,,,,,Athletics,22,Netherlands,Female
,,,,,,,,,,,,,,,Cycling Road,25,Ireland,Female
,,,,,,,,,,,,,,,Cycling Track,25,Ireland,Female
,,,,,,,,,,,,,,,Boccia,38,Thailand,Female
,,,,,,,,,,,,,,,Athletics,26,Turkey,Female
,,,,,,,,,,,,,,,Shooting,45,Slovenia,Male
,,,,,,,,,,,,,,,Swimming,25,Ukraine,Female
,,,,,,,,,,,,,,,Athletics,31,Tunisia,Female
,,,,,,,,,,,,,,,Athletics,29,Iraq,Male
,,,,,,,,,,,,,,,Swimming,27,Brazil,Male
,,,,,,,,,,,,,,,Rowing,31,Canada,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,43,New Zealand,Male
,,,,,,,,,,,,,,,Shooting,46,Bulgaria,Female
,,,,,,,,,,,,,,,Athletics,24,Japan,Male
,,,,,,,,,,,,,,,Swimming,22,Singapore,Male
,,,,,,,,,,,,,,,Swimming,21,Japan,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,50,France,Male
,,,,,,,,,,,,,,,Taekwondo,18,Uzbekistan,Male
,,,,,,,,,,,,,,,Goalball,25,Egypt,Female
,,,,,,,,,,,,,,,Table Tennis,52,Spain,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,35,Islamic Republic of Iran,Male
,,,,,,,,,,,,,,,Powerlifting,49,Poland,Male
,,,,,,,,,,,,,,,Swimming,31,Japan,Male
,,,,,,,,,,,,,,,Table Tennis,20,Japan,Female
,,,,,,,,,,,,,,,Sitting Volleyball,43,Germany,Male
,,,,,,,,,,,,,,,Swimming,17,Germany,Male
,,,,,,,,,,,,,,,Swimming,22,Estonia,Male
,,,,,,,,,,,,,,,Goalball,29,Ukraine,Male
,,,,,,,,,,,,,,,Table Tennis,36,RPC,Male
,,,,,,,,,,,,,,,Powerlifting,34,Ukraine,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,28,Turkey,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,32,Turkey,Male
,,,,,,,,,,,,,,,Powerlifting,44,Colombia,Male
,,,,,,,,,,,,,,,Athletics,41,Colombia,Female
,,,,,,,,,,,,,,,Swimming,19,United States of America,Male
,,,,,,,,,,,,,,,Swimming,46,Spain,Male
,,,,,,,,,,,,,,,Athletics,30,RPC,Male
,,,,,,,,,,,,,,,Swimming,23,Uzbekistan,Female
,,,,,,,,,,,,,,,Archery,36,France,Male
,,,,,,,,,,,,,,,Badminton,43,France,Male
,,,,,,,,,,,,,,,Athletics,22,Great Britain,Male
,,,,,,,,,,,,,,,Athletics,28,United States of America,Male
,,,,,,,,,,,,,,,Athletics,22,Japan,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,31,Japan,Male
,,,,,,,,,,,,,,,Athletics,21,Japan,Female
,,,,,,,,,,,,,,,Archery,35,Italy,Male
,,,,,,,,,,,,,,,Table Tennis,22,Slovakia,Male
,,,,,,,,,,,,,,,Shooting,58,Canada,Female
,,,,,,,,,,,,,,,Athletics,29,Poland,Female
,,,,,,,,,,,,,,,Athletics,28,RPC,Female
,,,,,,,,,,,,,,,Equestrian,46,Mexico,Male
,,,,,,,,,,,,,,,Swimming,26,Colombia,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,34,Greece,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,44,Italy,Female
,,,,,,,,,,,,,,,Swimming,33,Italy,Female
,,,,,,,,,,,,,,,Swimming,35,Vietnam,Female
,,,,,,,,,,,,,,,Swimming,19,Canada,Female
,,,,,,,,,,,,,,,Cycling Road,50,Australia,Male
,,,,,,,,,,,,,,,Shooting,37,Indonesia,Male
,,,,,,,,,,,,,,,Swimming,35,Mexico,Male
,,,,,,,,,,,,,,,Table Tennis,22,Slovenia,Male
,,,,,,,,,,,,,,,Taekwondo,31,Great Britain,Female
,,,,,,,,,,,,,,,Equestrian,35,United States of America,Female
,,,,,,,,,,,,,,,Swimming,20,Ukraine,Male
,,,,,,,,,,,,,,,Swimming,21,Greece,Female
,,,,,,,,,,,,,,,Swimming,32,Greece,Male
,,,,,,,,,,,,,,,Equestrian,24,"Hong Kong, China",Female
,,,,,,,,,,,,,,,Boccia,35,"Hong Kong, China",Male
,,,,,,,,,,,,,,,Wheelchair Basketball,43,Japan,Female
,,,,,,,,,,,,,,,Athletics,46,Japan,Female
,,,,,,,,,,,,,,,Triathlon,46,Japan,Female
,,,,,,,,,,,,,,,Judo,30,Japan,Female
,,,,,,,,,,,,,,,Athletics,26,Japan,Female
,,,,,,,,,,,,,,,Swimming,24,Japan,Female
,,,,,,,,,,,,,,,Athletics,26,Ukraine,Male
,,,,,,,,,,,,,,,Archery,26,RPC,Male
,,,,,,,,,,,,,,,Goalball,30,Ukraine,Male
,,,,,,,,,,,,,,,Boccia,20,RPC,Female
,,,,,,,,,,,,,,,Athletics,26,Romania,Male
,,,,,,,,,,,,,,,Swimming,16,Australia,Male
,,,,,,,,,,,,,,,Athletics,31,New Zealand,Male
,,,,,,,,,,,,,,,Triathlon,37,Canada,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,43,Spain,Male
,,,,,,,,,,,,,,,Archery,45,Turkey,Male
,,,,,,,,,,,,,,,Table Tennis,28,Turkey,Male
,,,,,,,,,,,,,,,Swimming,23,Canada,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,41,United States of America,Male
,,,,,,,,,,,,,,,Athletics,25,Uzbekistan,Male
,,,,,,,,,,,,,,,Archery,32,Turkey,Male
,,,,,,,,,,,,,,,Athletics,24,Australia,Male
,,,,,,,,,,,,,,,Swimming,18,Ireland,Female
,,,,,,,,,,,,,,,Swimming,22,Uzbekistan,Male
,,,,,,,,,,,,,,,Swimming,37,Georgia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,24,Australia,Male
,,,,,,,,,,,,,,,Athletics,26,Poland,Male
,,,,,,,,,,,,,,,Athletics,29,Greece,Male
,,,,,,,,,,,,,,,Athletics,19,Spain,Male
,,,,,,,,,,,,,,,Triathlon,33,Japan,Male
,,,,,,,,,,,,,,,Archery,33,Japan,Male
,,,,,,,,,,,,,,,Athletics,49,Japan,Male
,,,,,,,,,,,,,,,Athletics,36,Nigeria,Female
,,,,,,,,,,,,,,,Powerlifting,47,Japan,Male
,,,,,,,,,,,,,,,Badminton,50,Indonesia,Male
,,,,,,,,,,,,,,,Athletics,23,RPC,Female
,,,,,,,,,,,,,,,Judo,39,Turkey,Female
,,,,,,,,,,,,,,,Powerlifting,24,Uzbekistan,Male
,,,,,,,,,,,,,,,Sitting Volleyball,36,Rwanda,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,26,Turkey,Female
,,,,,,,,,,,,,,,Shooting,33,India,Male
,,,,,,,,,,,,,,,Cycling Road,26,Great Britain,Female
,,,,,,,,,,,,,,,Cycling Track,26,Great Britain,Female
,,,,,,,,,,,,,,,Judo,32,Germany,Male
,,,,,,,,,,,,,,,Goalball,43,Japan,Female
,,,,,,,,,,,,,,,Table Tennis,40,Norway,Male
,,,,,,,,,,,,,,,Athletics,35,Venezuela,Male
,,,,,,,,,,,,,,,Athletics,24,Argentina,Male
,,,,,,,,,,,,,,,Shooting,42,Turkey,Male
,,,,,,,,,,,,,,,Judo,33,Kazakhstan,Male
,,,,,,,,,,,,,,,Swimming,17,Japan,Female
,,,,,,,,,,,,,,,Athletics,30,Rwanda,Female
,,,,,,,,,,,,,,,Shooting,37,Slovakia,Female
,,,,,,,,,,,,,,,Sitting Volleyball,22,Canada,Female
,,,,,,,,,,,,,,,Athletics,43,Panama,Female
,,,,,,,,,,,,,,,Athletics,33,Colombia,Male
,,,,,,,,,,,,,,,Boccia,39,Portugal,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,26,France,Male
,,,,,,,,,,,,,,,Athletics,28,Mexico,Female
,,,,,,,,,,,,,,,Athletics,37,Chile,Male
,,,,,,,,,,,,,,,Table Tennis,38,Spain,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,33,France,Male
,,,,,,,,,,,,,,,Athletics,18,Azerbaijan,Female
,,,,,,,,,,,,,,,Judo,23,Azerbaijan,Female
,,,,,,,,,,,,,,,Cycling Road,25,Netherlands,Male
,,,,,,,,,,,,,,,Canoe Sprint,43,Spain,Male
,,,,,,,,,,,,,,,Swimming,51,Mexico,Female
,,,,,,,,,,,,,,,Table Tennis,23,Belgium,Male
,,,,,,,,,,,,,,,Cycling Road,33,Belgium,Male
,,,,,,,,,,,,,,,Boccia,26,France,Male
,,,,,,,,,,,,,,,Equestrian,28,Netherlands,Female
,,,,,,,,,,,,,,,Rowing,35,Netherlands,Female
,,,,,,,,,,,,,,,Swimming,30,South Africa,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,21,Netherlands,Female
,,,,,,,,,,,,,,,Equestrian,20,South Africa,Female
,,,,,,,,,,,,,,,Swimming,22,Netherlands,Male
,,,,,,,,,,,,,,,Cycling Road,47,South Africa,Male
,,,,,,,,,,,,,,,Table Tennis,20,United States of America,Male
,,,,,,,,,,,,,,,Athletics,25,Netherlands,Female
,,,,,,,,,,,,,,,Cycling Road,34,Great Britain,Male
,,,,,,,,,,,,,,,Cycling Track,34,Great Britain,Male
,,,,,,,,,,,,,,,Equestrian,31,Belgium,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,27,Netherlands,Female
,,,,,,,,,,,,,,,Swimming,24,Netherlands,Male
,,,,,,,,,,,,,,,Table Tennis,19,Netherlands,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,30,Netherlands,Female
,,,,,,,,,,,,,,,Archery,32,Belgium,Male
,,,,,,,,,,,,,,,Archery,58,Canada,Female
,,,,,,,,,,,,,,,Swimming,20,Australia,Female
,,,,,,,,,,,,,,,Athletics,34,Cambodia,Male
,,,,,,,,,,,,,,,Swimming,18,Netherlands,Male
,,,,,,,,,,,,,,,Athletics,40,Netherlands,Male
,,,,,,,,,,,,,,,Swimming,18,Canada,Female
,,,,,,,,,,,,,,,Table Tennis,33,Netherlands,Female
,,,,,,,,,,,,,,,Cycling Road,38,Belgium,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,19,Belgium,Male
,,,,,,,,,,,,,,,Goalball,37,Belgium,Male
,,,,,,,,,,,,,,,Goalball,37,Belgium,Male
,,,,,,,,,,,,,,,Goalball,37,Belgium,Male
,,,,,,,,,,,,,,,Athletics,27,Venezuela,Male
,,,,,,,,,,,,,,,Triathlon,32,Ukraine,Male
,,,,,,,,,,,,,,,Canoe Sprint,34,Hungary,Female
,,,,,,,,,,,,,,,Swimming,14,Colombia,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,33,Colombia,Male
,,,,,,,,,,,,,,,Table Tennis,36,Colombia,Male
,,,,,,,,,,,,,,,Athletics,25,Cuba,Male
,,,,,,,,,,,,,,,Swimming,21,Belarus,Male
,,,,,,,,,,,,,,,Table Tennis,22,RPC,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,36,RPC,Female
,,,,,,,,,,,,,,,Athletics,19,Dominican Republic,Male
,,,,,,,,,,,,,,,Athletics,45,FRO,Male
,,,,,,,,,,,,,,,Rowing,39,Belarus,Female
,,,,,,,,,,,,,,,Athletics,26,RPC,Male
,,,,,,,,,,,,,,,Swimming,19,Colombia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,27,Colombia,Male
,,,,,,,,,,,,,,,Equestrian,46,Portugal,Female
,,,,,,,,,,,,,,,Swimming,20,Portugal,Female
,,,,,,,,,,,,,,,Athletics,25,Mexico,Female
,,,,,,,,,,,,,,,Athletics,25,Honduras,Male
,,,,,,,,,,,,,,,Football 5-a-side,29,Argentina,Male
,,,,,,,,,,,,,,,Cycling Road,48,Spain,Male
,,,,,,,,,,,,,,,Cycling Track,48,Spain,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,24,South Africa,Female
,,,,,,,,,,,,,,,Athletics,19,Venezuela,Female
,,,,,,,,,,,,,,,Swimming,36,Ukraine,Male
,,,,,,,,,,,,,,,Swimming,22,Ukraine,Female
,,,,,,,,,,,,,,,Wheelchair Rugby,29,France,Male
,,,,,,,,,,,,,,,Wheelchair Fencing,27,Hungary,Female
,,,,,,,,,,,,,,,Canoe Sprint,35,United States of America,Female
,,,,,,,,,,,,,,,Cycling Road,42,France,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,29,Canada,Male
,,,,,,,,,,,,,,,Athletics,36,RPC,Female
,,,,,,,,,,,,,,,Triathlon,21,Brazil,Male
,,,,,,,,,,,,,,,Triathlon,26,RPC,Female
,,,,,,,,,,,,,,,Taekwondo,39,Spain,Male
,,,,,,,,,,,,,,,Swimming,28,Portugal,Male
,,,,,,,,,,,,,,,Canoe Sprint,22,Brazil,Male
,,,,,,,,,,,,,,,Football 5-a-side,24,Brazil,Male
,,,,,,,,,,,,,,,Athletics,22,Spain,Female
,,,,,,,,,,,,,,,Swimming,23,Brazil,Male
,,,,,,,,,,,,,,,Judo,34,Peru,Male
,,,,,,,,,,,,,,,Athletics,24,Venezuela,Female
,,,,,,,,,,,,,,,Football 5-a-side,37,France,Male
,,,,,,,,,,,,,,,Swimming,14,Australia,Female
,,,,,,,,,,,,,,,Swimming,29,Croatia,Male
,,,,,,,,,,,,,,,Equestrian,46,France,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,29,Australia,Female
,,,,,,,,,,,,,,,Rowing,28,Australia,Female
,,,,,,,,,,,,,,,Wheelchair Tennis,18,Netherlands,Male
,,,,,,,,,,,,,,,Athletics,40,India,Male
,,,,,,,,,,,,,,,Swimming,25,Denmark,Female
,,,,,,,,,,,,,,,Wheelchair Fencing,23,Italy,Female
,,,,,,,,,,,,,,,Swimming,19,Ukraine,Male
,,,,,,,,,,,,,,,Archery,24,Italy,Female
,,,,,,,,,,,,,,,Wheelchair Basketball,28,Netherlands,Female
,,,,,,,,,,,,,,,Equestrian,25,Czech Republic,Female
,,,,,,,,,,,,,,,Sitting Volleyball,49,Italy,Female
,,,,,,,,,,,,,,,Cycling Road,37,Italy,Female
,,,,,,,,,,,,,,,Archery,30,India,Male
,,,,,,,,,,,,,,,Athletics,24,Netherlands,Male
,,,,,,,,,,,,,,,Swimming,35,Vietnam,Male
,,,,,,,,,,,,,,,Equestrian,34,Netherlands,Female
,,,,,,,,,,,,,,,Sitting Volleyball,48,Germany,Male
,,,,,,,,,,,,,,,Sitting Volleyball,37,RPC,Male
,,,,,,,,,,,,,,,Sitting Volleyball,26,RPC,Male
,,,,,,,,,,,,,,,Athletics,26,Ukraine,Male
,,,,,,,,,,,,,,,Table Tennis,25,Australia,Male
,,,,,,,,,,,,,,,Boccia,30,Thailand,Male
,,,,,,,,,,,,,,,Wheelchair Rugby,29,Australia,Male
,,,,,,,,,,,,,,,Wheelchair Basketball,22,United States of America,Female
,,,,,,,,,,,,,,,Rowing,41,RPC,Male
,,,,,,,,,,,,,,,Sitting Volleyball,40,Canada,Female
,,,,,,,,,,,,,,,Cycling Road,36,Belgium,Male
,,,,,,,,,,,,,,,Cycling Track,36,Belgium,Male
,,,,,,,,,,,,,,,Athletics,39,Croatia,Male
,,,,,,,,,,,,,,,Athletics,25,Romania,Female
,,,,,,,,,,,,,,,Swimming,35,Ukraine,Male
,,,,,,,,,,,,,,,Athletics,43,Japan,Male
,,,,,,,,,,,,,,,Athletics,27,Denmark,Male
,,,,,,,,,,,,,,,Wheelchair Tennis,46,United States of America,Male
